Time,Moment_AnklePlantarFlexion,Moment_HipAbduction,Moment_HipExternalRotation,Moment_HipFlexion,Moment_KneeFlexion,Force_Ankle_AnteroPosteriorForce,Force_Ankle_AxialMoment,Force_Ankle_MedioLateralForce,Force_Ankle_ProximoDistalForce,Force_Hip_AnteroPosteriorForce,Force_Hip_MediolateralForce,Force_Hip_ProximoDistalForce,Force_Knee_AnteroPosteriorForce,Force_Knee_AxialMoment,Force_Knee_LateralMoment,Force_Knee_MedioLateralForce,Force_Knee_ProximoDistalForce
1.02,18.6685364853573,24.5178233667071,3.30298353152614,-6.45677399567009,13.9801888013688,330.098229534654,-1.33746287425895,-60.4141746943607,-815.492337859779,-170.806516052171,261.243386721014,1218.72992616165,-2.28466927707101,-9.51367457857762,-14.8856087244539,16.5942267142636,-955.014707129613
1.03,18.6289846031225,24.2228959760393,3.32862120837597,-6.47609477613543,14.0137262385273,326.25972347763,-1.34872829431405,-58.7388562732234,-814.915502665716,-169.184430032212,259.325641015975,1216.2639603821,-2.11798572475959,-9.39861719629105,-14.8134758226103,16.6814414407843,-957.387605880962
1.04,18.7431285131462,23.8883932435754,3.32099021125046,-6.69787693526614,14.2235699866413,322.273450788679,-1.31638065741991,-56.6518911099978,-817.500422802296,-166.649470701481,256.293613131218,1219.3883287761,-2.17434302637622,-9.21462437085849,-14.8306178317956,16.7936998102689,-967.336314490526
1.05,18.8766313503294,23.6965375615522,3.33760946376054,-6.93674735948084,14.4578835398893,319.846754427529,-1.30181327950851,-55.2623630724598,-820.966770264144,-165.34073419423,254.746342760857,1226.54767040464,-1.8702642069468,-9.09869818777942,-14.913904716043,16.8762447334705,-978.44248228487
1.06,18.8716068637805,23.7038447603996,3.41203892901228,-7.03389941665051,14.5628769489338,319.141258992769,-1.34994187947298,-55.0580798386818,-822.033639333243,-166.231571320296,255.910482972963,1233.72068505366,-0.80186319392169,-9.12225765486478,-15.0043659254165,16.9049773791416,-983.935486582503
1.07,18.6001646634895,23.8126379943741,3.41625584042179,-6.82010292502511,14.3850529529306,316.787312269524,-1.41706253001442,-54.926112033352,-816.875471794935,-166.663560597618,256.935751403758,1231.95460643737,0.522799870223306,-9.13924940337488,-15.0145640851987,16.657100772729,-976.909354876477
1.08,18.2033494574981,23.9082553315809,3.30932416216751,-6.36221080479109,14.0249174301681,312.047066766462,-1.45604248553047,-54.093658272618,-808.103359771442,-165.408782006953,256.36874859087,1221.24654331554,1.42516978974483,-9.05930833438847,-14.9383521416713,16.1315830795417,-961.792300560176
1.09,18.1063469306744,24.0264339349429,3.28995667391654,-6.1802309852039,13.9623100195648,311.314690719092,-1.46027869564781,-54.0996013934378,-806.586130134697,-165.587720514853,257.216550639342,1222.92223006233,2.49528430501681,-9.04537453796051,-14.9933829713577,15.903639990628,-959.669400893704
1.1,18.4720906151845,24.2414606526858,3.45790350396198,-6.54997713346182,14.4213158086261,318.235848875539,-1.42606819285904,-56.095469240211,-816.769777302852,-169.333492844524,261.505719773328,1247.84187104895,4.44402580442459,-9.20492533597513,-15.3209479658041,16.3261326014962,-980.073571019601
1.11,19.1051002998277,24.4331212769863,3.63547690520399,-7.19527081634877,15.1582166654107,327.901152819782,-1.30584038210372,-58.5033036311219,-832.859863899246,-173.06587960957,265.418270452318,1282.38772849901,6.53795072410185,-9.34075644752407,-15.7835615895311,17.0046419462147,-1012.13197815984
1.12,19.6358128021709,24.427857231475,3.72776359443316,-7.72266630511977,15.7830560994859,334.071727700032,-1.15471619605507,-59.6691588661718,-845.097049558891,-174.260663400877,266.298082399293,1307.58581619678,8.1875996951613,-9.3363465795292,-16.1250516710504,17.508473517718,-1038.52594962973
1.13,19.7516262410616,24.3282422000019,3.84595005659936,-7.90129516326824,16.0288764010428,336.676524744724,-1.11124575696291,-60.478682880415,-846.909194298271,-175.531652303188,267.415277516875,1317.11499362787,10.174646342372,-9.37180125448722,-16.2321085998613,17.8108965644059,-1047.32569737833
1.14,19.4072543058068,24.2762861936941,4.01381710072904,-7.68005524319162,15.8505067958367,337.015607375499,-1.20339565484867,-61.6603583897099,-837.742509935569,-178.133895832651,270.241716200466,1312.24449068042,12.7886398894265,-9.52516628506344,-16.1333631233436,17.8842206300457,-1036.60435940592
1.15,18.8240647533538,24.2142927350259,4.13913940715951,-7.21553541516254,15.4340109369973,334.863574892879,-1.33570569738382,-62.4939634367348,-822.134753132036,-180.067921767691,272.247817153409,1297.26128349995,15.3334971460642,-9.66068447203605,-15.9099258894083,17.6962162387486,-1014.67647734762
